1	2	0	0
1	2.8	0	0
1	3.475	0	0
1	4.275	0	0
1	5	0	0
1	5.75	0	0
1	6.5	0	0
1	7.25	0	0
1	8	0	0
1	8.775	0	0
1	9.5	0	0
1	10.225	0	0
1	11	0	0
1	11.825	0	0
1	12.5	0	0
1	13.325	0	0
1	14	0	0
1	14.75	0	0
1	15.5	0	0
1	16.3	0	0
1	17	0	0
1	17.775	0	0
1	18.5	0	0
1	19.25	0	0
1	20	0	0
1	20.725	0	0
1	21.5	0	0
1	22.3	0	0
1	23	0	0
1	23.725	0	0
1	24.5	0	0
1	25	0	0
1	26	0	0
1	27	0	0
1	27.5	0	0
1	28	0	0
1	28.575	0	0
1	29	0	0
1	30.5	0	0
1	31.325	0	0
1	32	0	0
1	32.5	0	0
1	33	0	0
1	34	0	0
1	34.5	0	0
1	35	0	0
1	35.5	0	0
1	36	0	0
1	37	0	0
1	37.5	0	0
1	38	0	0
1	38.5	0	0
1	39	0	0
1	40	0	0
1	40.775	0	0
1	41.325	0	0
1	42	0	0
1	42.5	0	0
1	43.5	0	0
1	44	0	0
1	44.825	0	0
1	45.5	0	0
1	46.325	0	0
1	47	0	0
1	47.825	0	0
1	48.5	0	0
1	49.275	0	0
1	50	0	0
1	50.825	0	0
1	51.5	0	0
1	52.325	0	0
1	53	0	0
1	53.825	0	0
1	54.5	0	0
1	55.325	0	0
1	56	0	0
1	56.825	0	0
1	57.5	0	0
1	58.275	0	0
1	59	0	0
1	59.825	0	0
1	60.5	0	0
1	61.325	0	0
1	62	0	0
1	62.875	0	0
1	63.5	0	0
1	64.35	0	0
1	65	0	0
1	65.825	0	0
1	66.5	0	0
1	67	0	0
1	68	0	0
1	68.85	0	0
1	69.5	0	0
1	70.325	0	0
1	71	0	0
1	71.825	0	0
1	72.5	0	0
1	73.3	0	0
1	74	0	0
1	74.825	0	0
1	75.5	0	0
1	76.325	0	0
1	77	0	0
1	77.825	0	0
1	78.5	0	0
1	79.325	0	0
1	80	0	0
1	80.825	0	0
1	81.5	0	0
1	82.325	0	0
1	83	0	0
1	83.825	0	0
1	84.5	0	0
1	85.325	0	0
1	86	0	0
1	86.825	0	0
1	87.5	0	0
1	88.325	0	0
1	89	0	0
1	89.825	0	0
1	90.5	0	0
1	91	0	0
1	91.5	0	0
1	92	0	0
1	93	0	0
1	93.5	0	0
1	94	0	0
1	94.5	0	0
1	95.5	0	0
1	96	0	0
1	97	0	0
1	97.5	0	0
1	98	0	0
1	99	0	0
1	99.5	0	0
1	100.5	0	0
1	101	0	0
1	101.5	0	0
1	102.275	0	0
1	102.825	0	0
1	103.5	0	0
1	104.285	0	0
1	105	0	0
1	105.785	0	0
1	106.5	0	0
1	107	0	0
1	108	0	0
1	108.825	0	0
1	109.5	0	0
1	110.325	0	0
1	111	0	0
1	111.75	0	0
1	112.5	0	0
1	113.325	0	0
1	114	0	0
1	114.825	0	0
1	115.5	0	0
1	116.375	0	0
1	117	0	0
1	117.825	0	0
1	118.5	0	0
1	119	0	0
1	120	0	0
1	120.5	0	0
1	120.175	0	0
1	122	0	0
1	122.5	0	0
1	123.175	0	0
1	123.675	0	0
1	124.325	0	0
1	124.775	0	0
1	125.5	0	0
1	126.175	0	0
1	127	0	0
1	127.625	0	0
1	128.275	0	0
1	129	0	0
1	130	0	0
1	130.5	0	0
1	131.325	0	0
1	132	0	0
1	133	0	0
1	133.85	0	0
1	134.5	0	0
1	135	0	0
1	135.725	0	0
1	136.5	0	0
1	137.5	0	0
1	138.3	0	0
1	139	0	0
1	139.5	0	0
1	140.325	0	0
1	141	0	0
1	142	0	0
1	142.5	0	0
1	143.125	0	0
1	143.75	0	0
1	144.5	0	0
1	145.125	0	0
1	145.775	0	0
1	146.5	0	0
1	147.225	0	0
1	148	0	0
1	148.65	0	0
1	149.5	0	0
1	150	0	0
1	151	0	0
