0	0	0	0
0	0.5	0	0
1	1.25	0	0
1	1.625	0	0
1	2	0	0
2	2.5	0	0
3	3	0	0
2	3.5	0	0
3	4	0	0
2	4.5	0	0
3	5	0	0
2	5.5	0	0
3	6	0	0
2	6.5	0	0
3	7	0	0
2	7.5	0	0
3	8	0	0
0	8.5	0	0
1	9	0	0
0	9.5	0	0
1	10	0	0
0	10.5	0	0
1	11	0	0
0	11.5	0	0
1	12	0	0
0	12.5	0	0
1	13	0	0
0	13.5	0	0
1	14	0	0
0	14.5	0	0
1	15	0	0
0	15.5	0	0
1	16	0	0
0	16.5	0	0
1	17	0	0
2	17.5	0	0
2	18	0	0
3	18.5	0	0
3	19	0	0
3	19.5	0	0
1	20	0	0
1	20.5	0	0
0	21.25	0	0
1	21.875	0	0
2	22.4375	0	0
3	22.9375	0	0
0	23.8125	0	0
1	24.5625	0	0
2	25.1875	0	0
3	25.6875	0	0
3	26.9375	0	0
2	27.6875	0	0
1	28.6875	0	0
0	29.1875	0	0
3	30.3125	0	0
2	31.0625	0	0
1	32.1875	0	0
0	32.6875	0	0
0	33.5625	0	0
1	34.0625	0	0
2	34.6875	0	0
3	35.1875	0	0
0	36	0	0
0	37	0	0
2	38	0	0
3	39	0	0
1	40	0	0
1	41	0	0
0	42	0	0
1	43	0	0
0	43.5	0	0
2	44	0	0
3	44.5	0	0
2	45	0	0
3	45.5	0	0
0	46	0	0
1	46.5	0	0
0	47	0	0
1	47.5	0	0
2	48	0	0
3	48.5	0	0
2	49	0	0
3	49.5	0	0
0	50	0	0
1	50.5	0	0
0	51	0	0
1	51.5	0	0
2	52	0	0
3	52.5	0	0
2	53	0	0
3	53.5	0	0
1	54	0	0
0	54.5	0	0
1	55	0	0
0	55.5	0	0
3	56	0	0
2	56.5	0	0
3	57	0	0
2	57.5	0	0
1	58	0	0
1	58.5	0	0
1	59.5	0	0
0	60.2875	0	0
1	61	0	0
1	62	0	0
0	62.8	0	0
0	63.8	0	0
2	64.3875	0	0
3	65.3875	0	0
2	66	0	0
3	66.5	0	0
2	67.3	0	0
3	67.8	0	0
0	68.785	0	0
1	69.225	0	0
0	70.075	0	0
1	70.575	0	0
0	71.5	0	0
1	72	0	0
0	73	0	0
1	73.5	0	0
2	74.3	0	0
2	74.8	0	0
3	75.675	0	0
3	76.275	0	0
2	77	0	0
3	77.5	0	0
1	78.185	0	0
0	79	0	0
2	79.5	0	0
3	80.385	0	0
2	81.3	0	0
3	81.8	0	0
3	82.875	0	0
2	83.75	0	0
3	84.3	0	0
2	85.3	0	0
1	86.2625	0	0
0	86.725	0	0
1	87.875	0	0
2	88.8	0	0
3	89.3	0	0
2	90.385	0	0
1	91.3	0	0
0	91.8	0	0
