1	4	0	0
1	4.525	0	0
0	5.3	0	0
1	5.9	0	0
0	6.5	0	0
1	7.1	0	0
0	7.7	0	0
1	8.2	0	0
2	8.875	0	0
2	9.375	0	0
2	9.875	0	0
3	10.4	0	0
2	10.9	0	0
3	11.6	0	0
2	12.1	0	0
3	12.725	0	0
3	13.725	0	0
3	14.375	0	0
3	14.985	0	0
0	15.5	0	0
1	16.175	0	0
1	16.775	0	0
0	17.325	0	0
0	17.875	0	0
1	18.5	0	0
0	18.9	0	0
1	19.4	0	0
0	20.125	0	0
2	20.675	0	0
3	21.3	0	0
3	21.8	0	0
2	22.325	0	0
1	22.9	0	0
0	23.675	0	0
1	24.3	0	0
1	25	0	0
0	25.5	0	0
1	26	0	0
0	26.5	0	0
1	27	0	0
2	27.5	0	0
3	28.25	0	0
2	29.3	0	0
3	30	0	0
3	31	0	0
3	31.875	0	0
2	32.8	0	0
1	33.375	0	0
0	33.875	0	0
1	35.075	0	0
1	35.575	0	0
0	36.5	0	0
1	37	0	0
2	37.925	0	0
3	40	0	0
1	40.475	0	0
2	41.5	0	0
3	42	0	0
3	42.5	0	0
2	43.5	0	0
1	44.575	0	0
0	45.375	0	0
2	46	0	0
2	46.5	0	0
0	47	0	0
1	48	0	0
1	48.875	0	0
0	49.875	0	0
3	50.5	0	0
3	51.025	0	0
3	52.175	0	0
2	53	0	0
1	54.45	0	0
3	55	0	0
3	55.5	0	0
2	56.875	0	0
3	57.985	0	0
1	59	0	0
0	60.5	0	0
1	61	0	0
0	61.5	0	0
1	62.5	0	0
0	63	0	0
1	64	0	0
1	64.6	0	0
1	65.285	0	0
2	66	0	0
3	67	0	0
2	68	0	0
3	68.5	0	0
3	69.5	0	0
1	70.375	0	0
1	70.975	0	0
1	71.475	0	0
0	72	0	0
1	72.875	0	0
1	73.35	0	0
0	74.5	0	0
0	75.5	0	0
2	76	0	0
3	76.5	0	0
2	77.5	0	0
3	78.5	0	0
2	79.5	0	0
3	80	0	0
1	81.5	0	0
1	82	0	0
0	82.5	0	0
0	83	0	0
1	84.275	0	0
1	84.825	0	0
0	86	0	0
0	86.5	0	0
0	87.5	0	0
1	88.675	0	0
1	89.375	0	0
2	90	0	0
3	91	0	0
3	91.5	0	0
2	92	0	0
3	93	0	0
2	94	0	0
1	95.275	0	0
1	95.775	0	0
0	97	0	0
0	98	0	0
1	98.725	0	0
1	99.5	0	0
1	90.5	0	0
0	91	0	0
2	91.5	0	0
3	102	0	0
3	103	0	0
3	104	0	0
2	104.5	0	0
3	105	0	0
3	107	0	0
0	107.5	0	0
0	108	0	0
2	108.775	0	0
1	109.275	0	0
3	110	0	0
2	110.65	0	0
1	111.2	0	0
3	111.7	0	0
1	112.4	0	0
2	113.5	0	0
0	114	0	0
3	114.5	0	0
0	115.4	0	0
2	116	0	0
0	117.5	0	0
0	118.225	0	0
1	118.775	0	0
1	119.275	0	0
1	120	0	0
2	120.5	0	0
3	121.5	0	0
2	121.5	0	0
3	123	0	0
0	123.5	0	0
0	124.5	0	0
0	125.5	0	0
